age,birth_place,division,fight_time_avg,fighting_style,first_round_finishes,height,knockdown_avg,ko_wins,name,nickname,octagon_debut,pos_clinch_pct,pos_ground_pct,pos_stand_pct,reach,record,sig_strikes_absorbed_per_min,sig_strikes_accuracy_pct,sig_strikes_landed_per_min,slug,status,submission_avg,takedown_avg,takedown_defense_pct,target_body_pct,target_head_pct,target_leg_pct,weight,wins_dec,wins_ko_tko,wins_sub
43,"Orem, États-Unis",Poids moyens Division,N/A,N/A,N/A,71.00,N/A,N/A,Derek Downey,"""The Gentleman""","Feb. 7, 2009",N/A,N/A,N/A,N/A,10-4-0 (W-L-D),N/A,N/A,N/A,derek-downey,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,186.00,N/A,N/A,N/A
42,"Soure, Brésil",Poids coq Division,N/A,N/A,N/A,69.00,N/A,N/A,Yuri Alcantara,"""Marajo""","Aug. 27, 2011",N/A,N/A,N/A,40.00,35-10-0 (W-L-D),N/A,N/A,N/A,iuri-alcantara,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,136.00,N/A,N/A,N/A
39,États-Unis,Poids légers Division,N/A,N/A,N/A,67.00,N/A,N/A,Anthony Morrison,"""Cheesesteak""","Oct. 21, 2025",N/A,N/A,N/A,N/A,15-8-0 (W-L-D),N/A,N/A,N/A,anthony-morrison,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,145.00,N/A,N/A,N/A
27,"Arcata, United States",Poids mi-moyens Division,09:40,Boxing,7,69.00,1.04,5,Louis Cosce,N/A,"Nov. 21, 2020",17 (14%),33 (26%),75 (60%),38.00,7-2-0 (W-L-D),5.35,45%,125,louis-cosce,Ne se bat pas,0.52,50%,N/A,14%,75%,11%,170.50,0 (0%),5 (71%),2 (29%)
35,"Beverwijk, Pays-Bas",Heavyweight Division,N/A,N/A,N/A,84.00,N/A,N/A,Stefan Struve,"""Skyscraper""","Feb. 21, 2009",N/A,N/A,N/A,44.00,33-13-0 (W-L-D),N/A,N/A,N/A,stefan-struve,Retraité,N/A,N/A,N/A,N/A,N/A,N/A,265.00,N/A,N/A,N/A
51,"Metairie, United States",Poids mi-lourds Division,04:01,N/A,N/A,72.00,0.00,N/A,Kristian Rothaermel,"""Weather Underground""","Jun. 28, 2006",1 (33%),0 (0%),2 (67%),N/A,40-4-0 (W-L-D),2.49,50%,3,kristian-rothaermel,Ne se bat pas,0.00,N/A,N/A,0%,33%,67%,205.00,0 (0 %),0 (0 %),0 (0 %)
30,"Wlodawa, Poland",Poids moyens Division,06:03,MMA,13,72.00,1.31,16,Michal Oleksiejczuk,"""Hussar""","Dec. 30, 2017",24 (4%),103 (19%),422 (77%),40.00,21-9-0 (W-L-D),4.41,51%,549,michal-oleksiejczuk,Actif,0.00,53%,N/A,28%,67%,4%,186.00,4 (19%),16 (76%),1 (5%)
N/A,"Nagano, Japan",Poids coq Division,15:00,N/A,N/A,67.00,0.00,N/A,Motonobu Tezuka,N/A,"Nov. 10, 2012",1 (4%),0 (0%),25 (96%),N/A,19-6-4 (W-L-D),2.80,24%,26,motonobu-tezuka,Ne se bat pas,0.50,N/A,N/A,4%,35%,62%,135.00,0 (0 %),0 (0 %),0 (0 %)
27,"Montgomery, United States",Poids moyens Division,08:03,Jiu-Jitsu,5,76.00,0.37,2,Joseph Holmes,"""Uglyman Joe""","Jan. 15, 2022",16 (14%),7 (6%),93 (80%),44.00,8-4-0 (W-L-D),3.08,53%,116,joseph-holmes,Ne se bat pas,0.75,50%,N/A,24%,52%,24%,189.00,0 (0%),2 (25%),6 (75%)
28,"Eureka, United States",Poids mi-moyens Division,11:45,MMA,4,71.00,0.00,6,Orion Cosce,"""Galaxy""","Jul. 31, 2021",30 (23%),44 (34%),56 (43%),39.00,8-2-0 (W-L-D),4.02,53%,130,orion-cosce,Ne se bat pas,0.00,62%,N/A,18%,71%,11%,172.50,0 (0%),6 (86%),1 (14%)
37,"Page, United States",Poids légers Division,09:45,Jiu-Jitsu,N/A,68.00,0.00,7,Chris Gruetzemacher,"""Gritz""","Dec. 11, 2015",113 (25%),29 (6%),309 (69%),39.00,15-5-0 (W-L-D),4.96,57%,451,chris-gruetzemacher,Actif,0.00,66%,N/A,29%,52%,20%,156.00,5 (33%),7 (47%),3 (20%)
40,Brazil,Poids coq Division,11:13,N/A,N/A,66.00,0.89,N/A,Hugo Viana,"""Wolverine""","Jun. 24, 2012",14 (7%),12 (6%),179 (87%),67.00,8-4-0 (W-L-D),3.20,39%,205,hugo-viana,Ne se bat pas,0.00,50%,N/A,28%,64%,8%,136.00,7 (88%),1 (13%),0 (0%)
29,"Gainesville, United States",Heavyweight Division,04:15,Wrestling,N/A,75.00,0.00,N/A,Alton Meeks,"""Murda""","Oct. 21, 2025",1 (33%),0 (0%),2 (67%),N/A,3-0-0 (W-L-D),4.47,43%,3,alton-meeks,Ne se bat pas,0.00,N/A,N/A,33%,67%,0%,262.00,0 (0 %),0 (0 %),0 (0 %)
34,"St. Louis, United States",Heavyweight Division,10:36,Freestyle,7,75.00,0.30,5,Jake Collier,"""The Prototype""","Dec. 20, 2014",94 (11%),30 (3%),738 (86%),43.50,13-10-0 (W-L-D),5.08,44%,862,jake-collier,Actif,0.61,68%,N/A,20%,67%,14%,265.50,4 (31%),5 (38%),4 (31%)
52,"Columbus, États-Unis",Heavyweight Division,N/A,N/A,N/A,74.00,N/A,N/A,Kevin Jordan,"""The Shaman""","Jun. 4, 2005",N/A,N/A,N/A,N/A,7-4-0 (W-L-D),N/A,N/A,N/A,kevin-jordan,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,247.00,N/A,N/A,N/A
43,"Sacramento, United States",Poids mi-lourds Division,07:02,Striker,N/A,73.00,0.53,15,Jimi Manuwa,"""Poster Boy""","Sep. 29, 2012",104 (36%),5 (2%),180 (62%),43.00,17-6-0 (W-L-D),3.97,54%,289,jimi-manuwa,Ne se bat pas,0.36,71%,N/A,28%,41%,31%,205.00,1 (6%),15 (88%),1 (6%)
23,China,Poids coq Division,11:08,N/A,N/A,N/A,0.00,N/A,Daermisi Zhawupasi,N/A,"Oct. 21, 2025",15 (18%),2 (2%),66 (80%),N/A,2-2-0 (W-L-D),2.36,40%,83,daermisi-zhawupasi,N/A,1.35,54%,N/A,17%,72%,11%,149.90,0 (0 %),0 (0 %),0 (0 %)
33,Sweden,Poids plume Division,06:51,N/A,N/A,73.00,0.00,N/A,Niklas Backstrom,N/A,"May. 31, 2014",6 (26%),2 (9%),15 (65%),74.00,8-2-0 (W-L-D),3.65,42%,23,niklas-backstrom,Ne se bat pas,2.19,73%,N/A,26%,52%,22%,146.00,2 (18%),0 (0%),9 (82%)
N/A,N/A,Poids mi-moyens Division,00:00,N/A,N/A,N/A,N/A,N/A,Cedric Doumbe,N/A,"Oct. 21, 2025",0 (0 %),0 (0 %),0 (0 %),N/A,0-0-0 (W-L-D),N/A,N/A,N/A,cedric-doumbe,Ne se bat pas,N/A,N/A,N/A,0%,0%,0%,N/A,0 (0 %),0 (0 %),0 (0 %)
28,N/A,Poids plume Division,15:00,N/A,N/A,N/A,0.00,N/A,Jose Delano,N/A,"Oct. 21, 2025",7 (5%),0 (0%),139 (95%),N/A,1-0-0 (W-L-D),2.53,66%,146,jose-delano,Actif,0.00,60%,N/A,29%,66%,5%,145.00,0 (0 %),0 (0 %),0 (0 %)
25,Singapore,Poids mouche Division,11:28,N/A,N/A,N/A,0.00,N/A,Sim Kai Xiong,N/A,"Oct. 21, 2025",11 (11%),0 (0%),87 (89%),N/A,1-2-0 (W-L-D),3.64,43%,98,sim-kai-xiong,Actif,0.00,100%,N/A,16%,57%,27%,126.00,0 (0 %),0 (0 %),0 (0 %)
36,"Sao Paulo, Brazil",Poids moyens Division,15:00,N/A,N/A,74.00,0.00,N/A,Diego Henrique da Silva,"""Gaucho""","Oct. 21, 2025",8 (21%),3 (8%),27 (71%),N/A,0-0-0 (W-L-D),3.27,58%,38,diego-henrique-da-silva,Actif,0.00,64%,N/A,34%,55%,11%,185.00,0 (0 %),0 (0 %),0 (0 %)
29,"Springfield, United States",Poids moyens Division,01:28,N/A,N/A,N/A,0.00,N/A,Kyron Bowen,N/A,"Oct. 21, 2025",0 (0%),0 (0%),4 (100%),N/A,0-1-0 (W-L-D),2.05,57%,4,kyron-bowen,Ne se bat pas,0.00,N/A,N/A,50%,0%,50%,180.50,0 (0 %),0 (0 %),0 (0 %)
29,N/A,Poids mi-lourds Division,08:41,N/A,N/A,N/A,0.00,N/A,Paulo Renato Jr.,N/A,"Oct. 21, 2025",2 (2%),0 (0%),83 (98%),N/A,0-2-0 (W-L-D),5.18,45%,85,paulo-renato-jr,Actif,0.00,100%,N/A,8%,33%,59%,221.00,0 (0 %),0 (0 %),0 (0 %)
29,"Puna, United States",Poids coq Division,15:00,N/A,N/A,68.00,0.00,N/A,Cheyden Leialoha,"""Steadfast""","Aug. 1, 2017",3 (11%),7 (25%),18 (64%),73.00,6-1-0 (W-L-D),3.20,29%,28,cheyden-leialoha,Ne se bat pas,0.00,71%,N/A,43%,50%,7%,135.50,2 (33%),1 (17%),3 (50%)
30,"Szczecin, Poland",Poids mi-lourds Division,03:41,N/A,N/A,76.00,0.00,N/A,Lukasz Sudolski,N/A,"Oct. 21, 2025",12 (57%),0 (0%),9 (43%),45.00,0-1-0 (W-L-D),4.89,68%,21,lukasz-sudolski,Actif,0.00,100%,N/A,48%,38%,14%,205.00,0 (0 %),0 (0 %),0 (0 %)
N/A,"Rio de Janeiro, Brésil",Heavyweight Division,N/A,N/A,N/A,0.00,N/A,N/A,Carlos Baretto,N/A,"Oct. 17, 1997",N/A,N/A,N/A,N/A,0-0-0 (W-L-D),N/A,N/A,N/A,carlos-baretto,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,0.00,N/A,N/A,N/A
34,"Rio de Janeiro, Brazil",Heavyweight Division,08:56,N/A,N/A,75.00,0.56,6,Raphael Pessoa Nunes,"""Bebezao""","Aug. 10, 2019",8 (14%),0 (0%),50 (86%),43.50,10-2-0 (W-L-D),3.43,27%,58,raphael-pessoa-nunes,Ne se bat pas,0.00,100%,N/A,12%,57%,31%,264.00,3 (30%),6 (60%),1 (10%)
29,N/A,Poids légers Division,06:25,N/A,N/A,N/A,0.00,N/A,Wendri Patilima,N/A,"Oct. 21, 2025",0 (0%),1 (50%),1 (50%),N/A,0-1-0 (W-L-D),7.64,50%,2,wendri-patilima,Actif,0.00,N/A,N/A,0%,100%,0%,155.00,0 (0 %),0 (0 %),0 (0 %)
39,"Kangalassy, Russia",Poids coq Division,12:24,Muay Thai,N/A,67.00,0.00,4,Grigory Popov,N/A,"Oct. 21, 2025",7 (8%),6 (7%),77 (86%),37.00,13-3-0 (W-L-D),4.20,38%,90,grigory-popov,Ne se bat pas,0.00,45%,N/A,38%,44%,18%,136.00,6 (46%),4 (31%),3 (23%)
40,"Ogden, États-Unis",Poids mi-moyens Division,N/A,Style libre,N/A,71.00,N/A,N/A,Court McGee,"""The Crusher""","Jun. 19, 2010",N/A,N/A,N/A,41.50,23-14-0 (W-L-D),N/A,N/A,N/A,court-mcgee,Actif,N/A,N/A,N/A,N/A,N/A,N/A,170.00,N/A,N/A,N/A
29,"Dallas, United States",Poids plume Division,13:50,Boxing,5,70.00,0.43,3,Austin Lingo,"""Lights Out""","Feb. 8, 2020",3 (1%),0 (0%),264 (99%),39.00,9-3-0 (W-L-D),4.86,38%,267,austin-lingo,Actif,0.00,76%,N/A,25%,69%,7%,157.00,4 (44%),3 (33%),2 (22%)
49,"Amarillo, États-Unis",Heavyweight Division,N/A,N/A,N/A,74.00,N/A,N/A,Paul Buentello,"""The Headhunter""","Feb. 5, 2005",N/A,N/A,N/A,N/A,25-12-0 (W-L-D),N/A,N/A,N/A,paul-buentello,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,246.00,N/A,N/A,N/A
36,"Natal, Brésil",Poids coq Division,N/A,N/A,N/A,66.00,N/A,N/A,Renan Barao,N/A,"May. 29, 2011",N/A,N/A,N/A,39.00,36-9-0 (W-L-D),N/A,N/A,N/A,renan-barao,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,146.00,N/A,N/A,N/A
26,N/A,Poids mi-lourds Division,00:20,N/A,N/A,N/A,45.00,N/A,Iwo Baraniewski,N/A,"Oct. 21, 2025",0 (0%),3 (75%),1 (25%),N/A,1-0-0 (W-L-D),6.00,67%,4,iwo-baraniewski,Actif,0.00,N/A,N/A,0%,100%,0%,205.00,0 (0 %),0 (0 %),0 (0 %)
38,"Danville, United States",Poids mi-moyens Division,06:43,N/A,N/A,72.00,0.00,N/A,Ryan Thomas,"""The Tank Engine""","Aug. 9, 2008",5 (19%),10 (37%),12 (44%),N/A,13-3-0 (W-L-D),4.17,36%,27,ryan-thomas,Ne se bat pas,2.24,N/A,N/A,26%,56%,19%,170.00,0 (0 %),0 (0 %),0 (0 %)
34,"Otahuhu, Australia",Poids moyens Division,13:37,Brazilian Jiu-Jitsu,7,72.00,0.55,11,Robert Whittaker,"""The Reaper""","Dec. 16, 2012",97 (7%),101 (7%),1237 (86%),43.00,27-9-0 (W-L-D),3.36,43%,1435,robert-whittaker,Actif,0.00,82%,N/A,11%,71%,19%,185.50,11 (41%),11 (41%),5 (19%)
44,"Compton, United States",Poids mi-moyens Division,08:45,N/A,N/A,68.00,0.00,N/A,Chris Brennan,"""The Westside Strangler""","Mar. 13, 1998",6 (29%),5 (24%),10 (48%),N/A,11-5-1 (W-L-D),0.97,40%,21,chris-brennan,Ne se bat pas,2.14,25%,N/A,24%,57%,19%,170.00,0 (0 %),0 (0 %),0 (0 %)
32,"Spokane, United States",Heavyweight Division,10:06,N/A,N/A,79.00,0.00,2,Daniel Spitz,"""Daddy Long Legs""","Mar. 5, 2017",8 (8%),4 (4%),93 (89%),45.00,6-3-0 (W-L-D),5.30,36%,105,daniel-spitz,Ne se bat pas,0.00,N/A,N/A,23%,56%,21%,240.00,1 (17%),2 (33%),3 (50%)
41,"Curitiba, Brésil",Poids mi-lourds Division,N/A,Muay Thaï,N/A,73.00,N/A,N/A,Mauricio Rua,"""Shogun""","Sep. 22, 2007",N/A,N/A,N/A,40.50,27-14-1 (W-L-D),N/A,N/A,N/A,mauricio-rua,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,205.00,N/A,N/A,N/A
49,"Napa, United States",Poids moyens Division,00:00,N/A,N/A,0.00,N/A,N/A,Jerry Bohlander,N/A,"Feb. 16, 1996",0 (0 %),0 (0 %),0 (0 %),N/A,0-0-0 (W-L-D),N/A,N/A,N/A,jerry-bohlander,Ne se bat pas,N/A,N/A,N/A,0%,0%,0%,0.00,0 (0 %),0 (0 %),0 (0 %)
27,Germany,Poids légers Division,11:19,N/A,N/A,N/A,0.00,N/A,Malik Lewis,N/A,"Oct. 21, 2025",35 (37%),4 (4%),55 (59%),N/A,0-2-0 (W-L-D),5.66,45%,94,malik-lewis,Actif,0.00,50%,N/A,31%,65%,4%,156.00,0 (0 %),0 (0 %),0 (0 %)
31,United States,Poids mi-moyens Division,11:33,Freestyle,4,70.00,0.73,15,Joaquin Buckley,"""New Mansa""","Aug. 8, 2020",42 (6%),137 (19%),539 (75%),40.00,21-7-0 (W-L-D),2.93,37%,718,joaquin-buckley,Actif,0.08,72%,N/A,28%,62%,10%,171.00,6 (29%),15 (71%),0 (0%)
38,"Stockton, États-Unis",Poids mi-moyens Division,N/A,Cogneur,N/A,73.00,N/A,N/A,Nate Diaz,N/A,"Jun. 23, 2007",N/A,N/A,N/A,38.00,22-13-0 (W-L-D),N/A,N/A,N/A,nate-diaz,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,171.00,N/A,N/A,N/A
36,United States,Poids mi-moyens Division,05:26,MMA,7,70.00,0.46,3,Jason Witt,"""The Vanilla Gorilla""","Jun. 27, 2020",6 (9%),20 (29%),44 (63%),40.00,19-9-0 (W-L-D),2.54,45%,70,jason-witt,Ne se bat pas,0.92,100%,N/A,19%,73%,9%,179.50,8 (42%),3 (16%),8 (42%)
33,"Volgograd, Russia",Poids légers Division,10:05,Kickboxer,3,71.00,0.74,6,Viacheslav Borshchev,"""Slava Claus""","Jan. 15, 2022",26 (5%),20 (4%),480 (91%),41.50,8-6-1 (W-L-D),4.73,54%,526,viacheslav-borshchev,Actif,0.15,43%,N/A,25%,52%,24%,155.00,2 (25%),6 (75%),0 (0%)
37,"Webster City, United States",Poids légers Division,12:09,N/A,N/A,73.00,0.00,N/A,Michael McBride,N/A,"Sep. 11, 2016",3 (3%),9 (9%),87 (88%),42.00,8-3-0 (W-L-D),5.85,49%,99,michael-mcbride,Ne se bat pas,1.24,30%,N/A,20%,61%,19%,155.50,0 (0%),0 (0%),8 (100%)
34,Zimbabwe,Poids mi-moyens Division,08:50,MMA,5,73.00,0.57,2,Themba Gorimbo,"""The Answer""","Feb. 18, 2023",53 (32%),40 (24%),74 (44%),43.00,14-5-0 (W-L-D),1.09,61%,167,themba-gorimbo,Actif,0.57,82%,N/A,34%,52%,14%,171.00,6 (43%),2 (14%),6 (43%)
N/A,"Toms River, États-Unis",Poids moyens Division,N/A,N/A,N/A,68.00,N/A,N/A,Chris Ligouri,N/A,"Nov. 21, 2003",N/A,N/A,N/A,N/A,2-2-0 (W-L-D),N/A,N/A,N/A,chris-ligouri,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,183.00,N/A,N/A,N/A
N/A,"Las Vegas, United States",,00:00,N/A,N/A,0.00,N/A,N/A,Johnny Rhodes,N/A,"Mar. 11, 1994",0 (0 %),0 (0 %),0 (0 %),N/A,0-0-0 (W-L-D),N/A,N/A,N/A,johnny-rhodes,Ne se bat pas,N/A,N/A,N/A,0%,0%,0%,0.00,0 (0 %),0 (0 %),0 (0 %)
43,Argentina,Poids coq Division,07:16,Striker,N/A,66.00,0.00,4,Guido Cannetti,"""Ninja""","Nov. 15, 2014",54 (22%),29 (12%),167 (67%),38.50,10-8-0 (W-L-D),2.84,55%,250,guido-cannetti,Ne se bat pas,0.41,65%,N/A,30%,41%,29%,136.00,2 (20%),4 (40%),4 (40%)
29,"Naples, Italy",Poids légers Division,12:50,MMA,N/A,75.00,0.15,2,Luis Pena,"""Violent Bob Ross""","Jul. 6, 2018",35 (9%),95 (25%),246 (65%),42.50,9-3-0 (W-L-D),3.12,47%,376,luis-pena,Ne se bat pas,1.17,48%,N/A,13%,83%,4%,155.00,20 (77%),2 (8%),4 (15%)
38,"Leominster, United States",Poids coq Division,13:09,Striker,9,68.00,0.40,9,Rob Font,N/A,"Jul. 5, 2014",93 (7%),62 (4%),1256 (89%),38.50,22-9-0 (W-L-D),3.70,45%,1411,rob-font,Actif,0.34,44%,N/A,17%,76%,7%,135.00,9 (41%),9 (41%),4 (18%)
50,"Cape Town, Afrique du Sud",Poids moyens Division,N/A,N/A,N/A,73.00,N/A,N/A,Trevor Prangley,N/A,"Jun. 19, 2004",N/A,N/A,N/A,N/A,11-4-0 (W-L-D),N/A,N/A,N/A,trevor-prangley,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,185.00,N/A,N/A,N/A
40,États-Unis,Poids mi-moyens Division,N/A,N/A,N/A,67.00,N/A,N/A,John Howard,"""Doomsday""","Jan. 31, 2009",N/A,N/A,N/A,40.00,23-12-0 (W-L-D),N/A,N/A,N/A,john-howard,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,170.00,N/A,N/A,N/A
40,United Kingdom,Poids légers Division,15:00,N/A,N/A,74.00,0.00,N/A,Colin Fletcher,"""The Freakshow""","Dec. 16, 2012",5 (5%),2 (2%),86 (92%),N/A,9-3-0 (W-L-D),2.97,35%,93,colin-fletcher,Ne se bat pas,0.00,27%,N/A,22%,34%,44%,155.00,0 (0 %),0 (0 %),0 (0 %)
30,"Tingo Maria, Peru",Poids plume Division,03:14,MMA,4,70.00,0.00,7,Luis Pajuelo,"""Corazon de Leon""","Mar. 23, 2024",4 (10%),17 (44%),18 (46%),39.50,8-2-0 (W-L-D),8.20,57%,39,luis-pajuelo,Ne se bat pas,0.00,67%,N/A,28%,56%,15%,145.00,1 (13%),7 (88%),0 (0%)
35,"State of São Paulo, Brazil",Heavyweight Division,15:00,N/A,5,74.00,0.00,1,Marcus Buchecha,N/A,"Jul. 26, 2025",6 (25%),2 (8%),16 (67%),41.00,5-2-0 (W-L-D),2.73,40%,24,marcus-buchecha,Actif,0.00,N/A,N/A,42%,58%,0%,254.00,0 (0%),1 (20%),4 (80%)
34,"Sydney, Australia",Poids mouche Division,04:54,Freestyle,3,66.00,0.00,7,Shannon Ross,"""The Turkish Delight""","Feb. 11, 2023",12 (10%),0 (0%),105 (90%),41.00,13-9-0 (W-L-D),7.39,39%,117,shannon-ross,Actif,0.00,100%,N/A,22%,62%,15%,138.00,5 (38%),7 (54%),1 (8%)
32,"Long Beach, United States",Poids moyens Division,10:38,Freestyle,N/A,75.00,0.47,3,Bevon Lewis,N/A,"Aug. 29, 2017",69 (29%),16 (7%),153 (64%),44.00,8-3-0 (W-L-D),2.67,44%,238,bevon-lewis,Ne se bat pas,0.00,67%,N/A,21%,52%,26%,185.00,3 (50%),3 (50%),0 (0%)
33,Brazil,Poids mouche Division,12:39,Striker,12,68.50,0.00,2,Allan Nascimento,"""Puro Osso""","Oct. 30, 2021",13 (8%),31 (19%),123 (74%),37.50,21-6-0 (W-L-D),1.96,60%,167,allan-nascimento,Actif,0.95,31%,N/A,16%,62%,22%,127.50,5 (24%),2 (10%),14 (67%)
34,"Mexico City, Mexico",Poids coq Division,15:00,N/A,N/A,66.00,0.00,5,Irwin Rivera,"""The Beast""","May. 16, 2020",6 (4%),9 (6%),136 (90%),36.00,10-6-0 (W-L-D),5.07,44%,151,irwin-rivera,Ne se bat pas,0.00,70%,N/A,19%,66%,15%,135.50,4 (40%),5 (50%),1 (10%)
37,"Downey, United States",Poids légers Division,06:06,N/A,N/A,N/A,0.00,N/A,Harvey Park,N/A,"Oct. 21, 2025",8 (35%),0 (0%),15 (65%),N/A,0-0-0 (W-L-D),7.21,50%,23,harvey-park,Ne se bat pas,0.00,N/A,N/A,43%,48%,9%,155.50,0 (0 %),0 (0 %),0 (0 %)
34,"Granite City, United States",,00:00,N/A,N/A,N/A,N/A,N/A,Coltin Cole,N/A,"Oct. 21, 2025",0 (0 %),0 (0 %),0 (0 %),N/A,0-0-0 (W-L-D),N/A,N/A,N/A,coltin-cole,Ne se bat pas,N/A,N/A,N/A,0%,0%,0%,N/A,0 (0 %),0 (0 %),0 (0 %)
33,"Cleveland, United States",Poids mi-moyens Division,08:52,MMA,9,73.00,0.56,5,Mike Malott,"""Proper""","Apr. 9, 2022",12 (4%),45 (14%),257 (82%),41.00,13-2-1 (W-L-D),3.06,48%,314,mike-malott,Actif,0.75,14%,N/A,22%,59%,19%,171.00,2 (15%),5 (38%),6 (46%)
41,"Whittier, États-Unis",Poids coq Division,N/A,N/A,N/A,69.00,N/A,N/A,Francisco Rivera,"""Cisco""","Jun. 5, 2011",N/A,N/A,N/A,38.00,11-7-0 (W-L-D),N/A,N/A,N/A,francisco-rivera,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,135.50,N/A,N/A,N/A
33,N/A,Poids moyens Division,04:21,N/A,N/A,74.00,0.00,N/A,Hashem Arkhagha,N/A,"Oct. 21, 2025",3 (38%),0 (0%),5 (63%),42.00,0-1-0 (W-L-D),8.97,44%,8,hashem-arkhagha,Ne se bat pas,0.00,50%,N/A,13%,88%,0%,189.00,0 (0 %),0 (0 %),0 (0 %)
36,United States,Poids mi-moyens Division,15:00,N/A,N/A,70.00,0.00,N/A,Tom Gallicchio,"""Da Tank""","Jul. 8, 2017",2 (4%),0 (0%),51 (96%),40.00,19-11-0 (W-L-D),7.07,27%,53,tom-gallicchio,Ne se bat pas,0.00,N/A,N/A,32%,45%,23%,170.00,6 (32%),0 (0%),13 (68%)
26,South Korea,Poids mouche Division,10:52,N/A,N/A,N/A,0.92,3,DongHun Choi,N/A,"Nov. 23, 2024",5 (3%),1 (1%),142 (96%),N/A,3-0-0 (W-L-D),3.13,66%,148,donghun-choi,Actif,0.00,82%,N/A,17%,43%,41%,125.50,5 (63%),3 (38%),0 (0%)
N/A,"Ocean Springs, États-Unis",Heavyweight Division,N/A,N/A,N/A,0.00,N/A,N/A,Harry Moskowitz,N/A,"Oct. 17, 1997",N/A,N/A,N/A,N/A,0-0-0 (W-L-D),N/A,N/A,N/A,harry-moskowitz,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,0.00,N/A,N/A,N/A
44,"Goodrich, United States",Poids mi-moyens Division,02:10,N/A,N/A,70.00,0.00,N/A,Kyle Jensen,N/A,"Oct. 21, 2025",0 (0 %),0 (0 %),0 (0 %),N/A,0-0-0 (W-L-D),0.92,0%,0,kyle-jensen,Ne se bat pas,6.92,N/A,N/A,0%,0%,0%,170.00,0 (0 %),0 (0 %),0 (0 %)
35,"Fortaleza, Brésil",Poids légers Division,N/A,N/A,N/A,68.00,N/A,N/A,Willamy Freire,"""Chiquerim""","Jan. 23, 2011",N/A,N/A,N/A,N/A,17-4-0 (W-L-D),N/A,N/A,N/A,willamy-freire,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,155.00,N/A,N/A,N/A
40,"Los Angeles, États-Unis",Poids légers Division,N/A,N/A,N/A,69.00,N/A,N/A,Roger Huerta,"""El Matador""","Sep. 23, 2006",N/A,N/A,N/A,N/A,22-3-1 (W-L-D),N/A,N/A,N/A,roger-huerta,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,156.00,N/A,N/A,N/A
47,"Vitoria Da Conquista, Brésil",Poids mi-lourds Division,N/A,N/A,N/A,74.00,N/A,N/A,Antonio Rogerio Nogueira,N/A,"Nov. 21, 2009",N/A,N/A,N/A,43.00,23-10-0 (W-L-D),N/A,N/A,N/A,antonio-rogerio-nogueira,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,206.00,N/A,N/A,N/A
29,South Korea,Poids mouche Division,07:08,MMA,5,67.00,0.60,4,HyunSung Park,"""Peace of Mind""","Jun. 10, 2022",19 (11%),21 (12%),129 (76%),36.50,10-2-0 (W-L-D),3.14,41%,169,hyunsung-park,Actif,1.80,47%,N/A,18%,60%,22%,126.00,1 (10%),4 (40%),5 (50%)
N/A,"Bemiji, United States",,00:00,N/A,N/A,0.00,N/A,N/A,Fred Ettish,N/A,"Mar. 11, 1994",0 (0 %),0 (0 %),0 (0 %),N/A,0-0-0 (W-L-D),N/A,N/A,N/A,fred-ettish,Ne se bat pas,N/A,N/A,N/A,0%,0%,0%,0.00,0 (0 %),0 (0 %),0 (0 %)
31,N/A,Poids plume Division,07:55,N/A,N/A,N/A,0.00,N/A,Alejandro Flores,N/A,"Oct. 21, 2025",1 (3%),0 (0%),28 (97%),N/A,0-1-0 (W-L-D),2.02,41%,29,alejandro-flores,Ne se bat pas,0.00,N/A,N/A,34%,21%,45%,145.50,0 (0 %),0 (0 %),0 (0 %)
34,United States,Heavyweight Division,04:56,N/A,N/A,75.00,0.00,N/A,Lorenzo Hood,N/A,"Oct. 21, 2025",4 (31%),0 (0%),9 (69%),45.00,0-1-0 (W-L-D),4.66,62%,13,lorenzo-hood,Actif,0.00,100%,N/A,23%,62%,15%,257.50,0 (0 %),0 (0 %),0 (0 %)
39,"Sault Ste. Marie, Canada",Poids moyens Division,00:00,N/A,N/A,73.00,N/A,N/A,Adam Hunter,"""Warhammer""","Oct. 21, 2025",0 (0 %),0 (0 %),0 (0 %),40.00,0-0-0 (W-L-D),N/A,N/A,N/A,adam-hunter,Ne se bat pas,N/A,N/A,N/A,0%,0%,0%,185.50,0 (0%),6 (86%),1 (14%)
